Date,Machine,Units_Produced,Defective_Units,Quality_Rate
2025-12-03,Machine de soudage robotisee,917,54,94.11
2025-12-03,Robot assemblage,1038,68,93.45
2025-12-03,Machine de moulage par injection,973,45,95.38
2025-12-03,Machine extrusion,968,45,95.35
2025-12-03,Machine de pliage,912,23,97.48
2025-12-03,Machine de polissage,980,13,98.67
2025-12-03,Machine de peinture industrielle,930,51,94.52
2025-12-03,Machine emballage,949,43,95.47
2025-12-03,Etiqueteuse automatique,923,39,95.77
2025-12-03,Convoyeur industriel,973,36,96.3
2025-12-03,Machine de controle qualite par vision,1006,37,96.32
2025-12-03,Machine de palettisation automatique,1059,41,96.13
2025-12-04,Machine CNC,737,53,92.81
2025-12-04,Tour industriel,742,54,92.72
2025-12-04,Fraiseuse industrielle,795,52,93.46
2025-12-04,Perceuse a colonne,821,37,95.49
2025-12-04,Presse hydraulique,873,23,97.37
2025-12-04,Presse mecanique,879,12,98.63
2025-12-04,Machine de decoupe laser,903,3,99.67
2025-12-04,Machine de decoupe plasma,905,54,94.03
2025-12-04,Machine de soudage robotisee,865,42,95.14
2025-12-04,Robot assemblage,945,57,93.97
2025-12-04,Machine de moulage par injection,909,54,94.06
2025-12-04,Machine extrusion,921,38,95.87
2025-12-04,Machine de pliage,943,29,96.92
2025-12-04,Machine de polissage,931,23,97.53
2025-12-04,Machine de peinture industrielle,972,48,95.06
2025-12-04,Machine emballage,1041,40,96.16
2025-12-04,Etiqueteuse automatique,988,41,95.85
2025-12-04,Convoyeur industriel,1006,45,95.53
2025-12-04,Machine de controle qualite par vision,1038,49,95.28
2025-12-04,Machine de palettisation automatique,1073,35,96.74
2025-12-05,Machine CNC,710,50,92.96
2025-12-05,Tour industriel,760,53,93.03
2025-12-05,Fraiseuse industrielle,786,41,94.78
2025-12-05,Perceuse a colonne,787,30,96.19
2025-12-05,Presse hydraulique,812,18,97.78
2025-12-05,Presse mecanique,832,7,99.16
2025-12-05,Machine de decoupe laser,912,7,99.23
2025-12-05,Machine de decoupe plasma,934,56,94.0
2025-12-05,Machine de soudage robotisee,931,53,94.31
2025-12-05,Robot assemblage,913,60,93.43
2025-12-05,Machine de moulage par injection,831,41,95.07
2025-12-05,Machine extrusion,937,36,96.16
2025-12-05,Machine de pliage,1020,31,96.96
2025-12-05,Machine de polissage,1005,14,98.61
2025-12-05,Machine de peinture industrielle,988,50,94.94
2025-12-05,Machine emballage,1007,40,96.03
2025-12-05,Etiqueteuse automatique,1066,49,95.4
2025-12-05,Convoyeur industriel,1028,30,97.08
2025-12-05,Machine de controle qualite par vision,1071,46,95.7
2025-12-05,Machine de palettisation automatique,1103,34,96.92
2025-12-06,Machine CNC,663,44,93.36
2025-12-06,Tour industriel,750,44,94.13
2025-12-06,Fraiseuse industrielle,758,33,95.65
2025-12-06,Perceuse a colonne,809,32,96.04
2025-12-06,Presse hydraulique,776,14,98.2
2025-12-06,Presse mecanique,829,13,98.43
2025-12-06,Machine de decoupe laser,890,4,99.55
2025-12-06,Machine de decoupe plasma,848,51,93.99
2025-12-06,Machine de soudage robotisee,892,58,93.5
2025-12-06,Robot assemblage,936,54,94.23
2025-12-06,Machine de moulage par injection,956,52,94.56
2025-12-06,Machine extrusion,1026,45,95.61
2025-12-06,Machine de pliage,1015,29,97.14
2025-12-06,Machine de polissage,1033,16,98.45
2025-12-06,Machine de peinture industrielle,995,62,93.77
2025-12-06,Machine emballage,1017,45,95.58
2025-12-06,Etiqueteuse automatique,1065,43,95.96
2025-12-06,Convoyeur industriel,1031,43,95.83
2025-12-06,Machine de controle qualite par vision,1032,38,96.32
2025-12-06,Machine de palettisation automatique,1028,49,95.23
2025-12-07,Machine CNC,628,48,92.36
2025-12-07,Tour industriel,692,45,93.5
2025-12-07,Fraiseuse industrielle,714,38,94.68
2025-12-07,Perceuse a colonne,755,28,96.29
2025-12-07,Presse hydraulique,769,21,97.27
2025-12-07,Presse mecanique,810,12,98.52
2025-12-07,Machine de decoupe laser,857,4,99.53
2025-12-07,Machine de decoupe plasma,938,60,93.6
2025-12-07,Machine de soudage robotisee,886,47,94.7
2025-12-07,Robot assemblage,966,52,94.62
2025-12-07,Machine de moulage par injection,983,60,93.9
2025-12-07,Machine extrusion,981,43,95.62
2025-12-07,Machine de pliage,1046,30,97.13
2025-12-07,Machine de polissage,1043,12,98.85
2025-12-07,Machine de peinture industrielle,959,43,95.52
2025-12-07,Machine emballage,992,44,95.56
2025-12-07,Etiqueteuse automatique,1033,46,95.55
2025-12-07,Convoyeur industriel,1007,48,95.23
2025-12-07,Machine de controle qualite par vision,1029,39,96.21
2025-12-07,Machine de palettisation automatique,985,28,97.16
2025-12-08,Machine CNC,658,46,93.01
2025-12-08,Tour industriel,706,44,93.77
2025-12-08,Fraiseuse industrielle,715,40,94.41
2025-12-08,Perceuse a colonne,770,27,96.49
2025-12-08,Presse hydraulique,855,24,97.19
2025-12-08,Presse mecanique,867,14,98.39
2025-12-08,Machine de decoupe laser,904,11,98.78
2025-12-08,Machine de decoupe plasma,961,62,93.55
2025-12-08,Machine de soudage robotisee,999,61,93.89
2025-12-08,Robot assemblage,1001,55,94.51
2025-12-08,Machine de moulage par injection,1059,50,95.28
2025-12-08,Machine extrusion,1053,36,96.58
2025-12-08,Machine de pliage,1066,21,98.03
2025-12-08,Machine de polissage,1027,11,98.93
2025-12-08,Machine de peinture industrielle,993,54,94.56
2025-12-08,Machine emballage,981,53,94.6
2025-12-08,Etiqueteuse automatique,991,46,95.36
2025-12-08,Convoyeur industriel,986,51,94.83
2025-12-08,Machine de controle qualite par vision,972,47,95.16
2025-12-08,Machine de palettisation automatique,966,43,95.55
2025-12-09,Machine CNC,648,47,92.75
2025-12-09,Tour industriel,717,47,93.44
2025-12-09,Fraiseuse industrielle,758,38,94.99
2025-12-09,Perceuse a colonne,830,25,96.99
2025-12-09,Presse hydraulique,829,17,97.95
2025-12-09,Presse mecanique,931,23,97.53
2025-12-09,Machine de decoupe laser,932,4,99.57
2025-12-09,Machine de decoupe plasma,955,58,93.93
2025-12-09,Machine de soudage robotisee,988,61,93.83
2025-12-09,Robot assemblage,981,58,94.09
2025-12-09,Machine de moulage par injection,963,57,94.08
2025-12-09,Machine extrusion,988,40,95.95
2025-12-09,Machine de pliage,998,16,98.4
2025-12-09,Machine de polissage,916,12,98.69
2025-12-09,Machine de peinture industrielle,921,44,95.22
2025-12-09,Machine emballage,907,41,95.48
2025-12-09,Etiqueteuse automatique,959,46,95.2
2025-12-09,Convoyeur industriel,921,44,95.22
2025-12-09,Machine de controle qualite par vision,993,40,95.97
2025-12-09,Machine de palettisation automatique,1001,37,96.3
2025-12-10,Machine CNC,728,57,92.17
2025-12-10,Tour industriel,740,52,92.97
2025-12-10,Fraiseuse industrielle,764,46,93.98
2025-12-10,Perceuse a colonne,830,27,96.75
2025-12-10,Presse hydraulique,880,16,98.18
2025-12-10,Presse mecanique,943,12,98.73
2025-12-10,Machine de decoupe laser,962,7,99.27
2025-12-10,Machine de decoupe plasma,954,60,93.71
2025-12-10,Machine de soudage robotisee,984,62,93.7
2025-12-10,Robot assemblage,1010,60,94.06
2025-12-10,Machine de moulage par injection,957,53,94.46
2025-12-10,Machine extrusion,933,33,96.46
2025-12-10,Machine de pliage,964,23,97.61
2025-12-10,Machine de polissage,961,15,98.44
2025-12-10,Machine de peinture industrielle,970,46,95.26
2025-12-10,Machine emballage,918,45,95.1
2025-12-10,Etiqueteuse automatique,938,46,95.1
2025-12-10,Convoyeur industriel,967,55,94.31
2025-12-10,Machine de controle qualite par vision,982,53,94.6
2025-12-10,Machine de palettisation automatique,1041,30,97.12
2025-12-11,Machine CNC,761,59,92.25
2025-12-11,Tour industriel,806,52,93.55
2025-12-11,Fraiseuse industrielle,831,44,94.71
2025-12-11,Perceuse a colonne,831,27,96.75
2025-12-11,Presse hydraulique,880,21,97.61
2025-12-11,Presse mecanique,897,8,99.11
2025-12-11,Machine de decoupe laser,910,13,98.57
2025-12-11,Machine de decoupe plasma,916,60,93.45
2025-12-11,Machine de soudage robotisee,945,54,94.29
2025-12-11,Robot assemblage,922,61,93.38
2025-12-11,Machine de moulage par injection,920,48,94.78
2025-12-11,Machine extrusion,877,33,96.24
2025-12-11,Machine de pliage,937,21,97.76
2025-12-11,Machine de polissage,960,6,99.38
2025-12-11,Machine de peinture industrielle,965,49,94.92
2025-12-11,Machine emballage,951,45,95.27
2025-12-11,Etiqueteuse automatique,974,55,94.35
2025-12-11,Convoyeur industriel,1036,43,95.85
2025-12-11,Machine de controle qualite par vision,1015,39,96.16
2025-12-11,Machine de palettisation automatique,1090,48,95.6
2025-12-12,Machine CNC,725,57,92.14
2025-12-12,Tour industriel,739,38,94.86
2025-12-12,Fraiseuse industrielle,779,40,94.87
2025-12-12,Perceuse a colonne,816,22,97.3
2025-12-12,Presse hydraulique,833,17,97.96
2025-12-12,Presse mecanique,843,10,98.81
2025-12-12,Machine de decoupe laser,893,13,98.54
2025-12-12,Machine de decoupe plasma,831,52,93.74
2025-12-12,Machine de soudage robotisee,894,55,93.85
2025-12-12,Robot assemblage,861,56,93.5
2025-12-12,Machine de moulage par injection,932,52,94.42
2025-12-12,Machine extrusion,926,29,96.87
2025-12-12,Machine de pliage,959,19,98.02
2025-12-12,Machine de polissage,1010,10,99.01
2025-12-12,Machine de peinture industrielle,956,44,95.4
2025-12-12,Machine emballage,1014,47,95.36
2025-12-12,Etiqueteuse automatique,996,49,95.08
2025-12-12,Convoyeur industriel,1051,59,94.39
2025-12-12,Machine de controle qualite par vision,1057,46,95.65
2025-12-12,Machine de palettisation automatique,1078,33,96.94
2025-12-13,Machine CNC,701,55,92.15
2025-12-13,Tour industriel,708,50,92.94
2025-12-13,Fraiseuse industrielle,765,39,94.9
2025-12-13,Perceuse a colonne,778,26,96.66
2025-12-13,Presse hydraulique,809,19,97.65
2025-12-13,Presse mecanique,864,9,98.96
2025-12-13,Machine de decoupe laser,893,14,98.43
2025-12-13,Machine de decoupe plasma,898,61,93.21
2025-12-13,Machine de soudage robotisee,904,61,93.25
2025-12-13,Robot assemblage,900,54,94.0
2025-12-13,Machine de moulage par injection,939,49,94.78
2025-12-13,Machine extrusion,999,37,96.3
2025-12-13,Machine de pliage,983,13,98.68
2025-12-13,Machine de polissage,985,3,99.7
2025-12-13,Machine de peinture industrielle,1040,52,95.0
2025-12-13,Machine emballage,995,43,95.68
2025-12-13,Etiqueteuse automatique,1045,61,94.16
2025-12-13,Convoyeur industriel,1039,53,94.9
2025-12-13,Machine de controle qualite par vision,1013,47,95.36
2025-12-13,Machine de palettisation automatique,1039,27,97.4
2025-12-14,Machine CNC,704,46,93.47
2025-12-14,Tour industriel,725,49,93.24
2025-12-14,Fraiseuse industrielle,783,38,95.15
2025-12-14,Perceuse a colonne,741,26,96.49
2025-12-14,Presse hydraulique,854,18,97.89
2025-12-14,Presse mecanique,867,10,98.85
2025-12-14,Machine de decoupe laser,894,13,98.55
2025-12-14,Machine de decoupe plasma,884,63,92.87
2025-12-14,Machine de soudage robotisee,980,68,93.06
2025-12-14,Robot assemblage,1017,57,94.4
2025-12-14,Machine de moulage par injection,1037,49,95.27
2025-12-14,Machine extrusion,970,26,97.32
2025-12-14,Machine de pliage,1029,10,99.03
2025-12-14,Machine de polissage,1009,7,99.31
2025-12-14,Machine de peinture industrielle,985,48,95.13
2025-12-14,Machine emballage,1025,54,94.73
2025-12-14,Etiqueteuse automatique,986,51,94.83
2025-12-14,Convoyeur industriel,1023,55,94.62
2025-12-14,Machine de controle qualite par vision,1016,49,95.18
2025-12-14,Machine de palettisation automatique,1039,31,97.02
2025-12-15,Machine CNC,661,50,92.44
2025-12-15,Tour industriel,721,39,94.59
2025-12-15,Fraiseuse industrielle,747,35,95.31
2025-12-15,Perceuse a colonne,765,23,96.99
2025-12-15,Presse hydraulique,819,13,98.41
2025-12-15,Presse mecanique,871,13,98.51
2025-12-15,Machine de decoupe laser,895,22,97.54
2025-12-15,Machine de decoupe plasma,928,66,92.89
2025-12-15,Machine de soudage robotisee,985,64,93.5
2025-12-15,Robot assemblage,999,64,93.59
2025-12-15,Machine de moulage par injection,1002,51,94.91
2025-12-15,Machine extrusion,998,26,97.39
2025-12-15,Machine de pliage,1018,9,99.12
2025-12-15,Machine de polissage,1058,4,99.62
2025-12-15,Machine de peinture industrielle,1015,50,95.07
2025-12-15,Machine emballage,942,44,95.33
2025-12-15,Etiqueteuse automatique,1023,54,94.72
2025-12-15,Convoyeur industriel,908,41,95.48
2025-12-15,Machine de controle qualite par vision,913,37,95.95
2025-12-15,Machine de palettisation automatique,945,29,96.93
2025-12-16,Machine CNC,694,49,92.94
2025-12-16,Tour industriel,733,45,93.86
2025-12-16,Fraiseuse industrielle,726,33,95.45
2025-12-16,Perceuse a colonne,763,18,97.64
2025-12-16,Presse hydraulique,899,17,98.11
2025-12-16,Presse mecanique,879,10,98.86
2025-12-16,Machine de decoupe laser,946,10,98.94
2025-12-16,Machine de decoupe plasma,927,69,92.56
2025-12-16,Machine de soudage robotisee,991,62,93.74
2025-12-16,Robot assemblage,1035,60,94.2
2025-12-16,Machine de moulage par injection,1031,46,95.54
2025-12-16,Machine extrusion,1001,26,97.4
2025-12-16,Machine de pliage,969,11,98.86
2025-12-16,Machine de polissage,953,6,99.37
2025-12-16,Machine de peinture industrielle,991,50,94.95
2025-12-16,Machine emballage,961,49,94.9
2025-12-16,Etiqueteuse automatique,937,52,94.45
2025-12-16,Convoyeur industriel,988,57,94.23
2025-12-16,Machine de controle qualite par vision,931,36,96.13
2025-12-16,Machine de palettisation automatique,999,34,96.6
2025-12-17,Machine CNC,693,51,92.64
2025-12-17,Tour industriel,745,45,93.96
2025-12-17,Fraiseuse industrielle,810,43,94.69
2025-12-17,Perceuse a colonne,877,23,97.38
2025-12-17,Presse hydraulique,856,24,97.2
2025-12-17,Presse mecanique,NaN,13,98.55
2025-12-17,Machine de decoupe laser,970,21,97.84
2025-12-17,Machine de decoupe plasma,991,68,NaN
2025-12-17,Machine de soudage robotisee,945,62,93.44
2025-12-17,Robot assemblage,948,56,94.09
2025-12-17,Machine de moulage par injection,945,39,95.87
2025-12-17,Machine extrusion,930,35,96.24
2025-12-17,Machine de pliage,947,19,97.99
2025-12-17,Machine de polissage,943,3,99.68
2025-12-17,Machine de peinture industrielle,901,51,94.34
2025-12-17,Machine emballage,937,56,94.02
2025-12-17,Etiqueteuse automatique,923,59,93.61
2025-12-17,Convoyeur industriel,996,55,94.48
2025-12-17,Machine de controle qualite par vision,968,38,96.07
2025-12-17,Machine de palettisation automatique,1030,25,97.57
2025-12-18,Machine CNC,763,53,93.05
2025-12-18,Tour industriel,805,42,94.78
2025-12-18,Fraiseuse industrielle,781,30,96.16
2025-12-18,Perceuse a colonne,795,28,96.48
2025-12-18,Presse hydraulique,878,15,98.29
2025-12-18,Presse mecanique,867,16,98.15
2025-12-18,Machine de decoupe laser,876,11,98.74
2025-12-18,Machine de decoupe plasma,891,69,92.26
2025-12-18,Machine de soudage robotisee,904,68,92.48
2025-12-18,Robot assemblage,908,51,94.38
2025-12-18,Machine de moulage par injection,885,43,95.14
2025-12-18,Machine extrusion,928,27,97.09
2025-12-18,Machine de pliage,944,5,99.47
2025-12-18,Machine de polissage,979,3,99.69
2025-12-18,Machine de peinture industrielle,923,58,93.72
2025-12-18,Machine emballage,947,53,94.4
2025-12-18,Etiqueteuse automatique,973,55,94.35
2025-12-18,Convoyeur industriel,993,55,94.46
2025-12-18,Machine de controle qualite par vision,1047,39,96.28
2025-12-18,Machine de palettisation automatique,1054,27,97.44
2025-12-19,Machine CNC,720,58,91.94
2025-12-19,Tour industriel,784,42,94.64
2025-12-19,Fraiseuse industrielle,813,36,95.57
2025-12-19,Perceuse a colonne,852,30,96.48
2025-12-19,Presse hydraulique,851,13,98.47
2025-12-19,Presse mecanique,870,18,NaN
2025-12-19,Machine de decoupe laser,858,12,98.6
2025-12-19,Machine de decoupe plasma,926,57,NaN
2025-12-19,Machine de soudage robotisee,900,54,94.0
2025-12-19,Robot assemblage,909,47,94.83
2025-12-19,Machine de moulage par injection,966,35,96.38
2025-12-19,Machine extrusion,892,20,97.76
2025-12-19,Machine de pliage,937,15,98.4
2025-12-19,Machine de polissage,983,4,99.59
2025-12-19,Machine de peinture industrielle,999,54,94.59
2025-12-19,Machine emballage,981,62,93.68
2025-12-19,Etiqueteuse automatique,1006,59,94.14
2025-12-19,Convoyeur industriel,1044,52,95.02
2025-12-19,Machine de controle qualite par vision,1070,55,94.86
2025-12-19,Machine de palettisation automatique,1022,29,97.16
2025-12-20,Machine CNC,746,53,92.9
2025-12-20,Tour industriel,759,44,94.2
2025-12-20,Fraiseuse industrielle,763,36,95.28
2025-12-20,Perceuse a colonne,758,15,98.02
2025-12-20,Presse hydraulique,780,12,98.46
2025-12-20,Presse mecanique,831,17,97.95
2025-12-20,Machine de decoupe laser,881,22,97.5
2025-12-20,Machine de decoupe plasma,868,61,92.97
2025-12-20,Machine de soudage robotisee,908,61,93.28
2025-12-20,Robot assemblage,919,46,94.99
2025-12-20,Machine de moulage par injection,1003,40,96.01
2025-12-20,Machine extrusion,930,23,97.53
2025-12-20,Machine de pliage,978,7,99.28
2025-12-20,Machine de polissage,970,7,99.28
2025-12-20,Machine de peinture industrielle,977,53,94.58
2025-12-20,Machine emballage,1019,59,94.21
2025-12-20,Etiqueteuse automatique,1047,63,93.98
2025-12-20,Convoyeur industriel,1051,59,94.39
2025-12-20,Machine de controle qualite par vision,990,41,95.86
2025-12-20,Machine de palettisation automatique,1036,29,97.2
2025-12-21,Machine CNC,673,44,93.46
2025-12-21,Tour industriel,684,33,95.18
2025-12-21,Fraiseuse industrielle,763,24,96.85
2025-12-21,Perceuse a colonne,777,12,98.46
2025-12-21,Presse hydraulique,778,20,97.43
2025-12-21,Presse mecanique,847,17,97.99
2025-12-21,Machine de decoupe laser,845,21,97.51
2025-12-21,Machine de decoupe plasma,916,66,92.79
2025-12-21,Machine de soudage robotisee,892,60,93.27
2025-12-21,Robot assemblage,994,50,94.97
2025-12-21,Machine de moulage par injection,952,37,96.11
2025-12-21,Machine extrusion,1022,25,97.55
2025-12-21,Machine de pliage,1039,12,98.85
2025-12-21,Machine de polissage,1016,12,98.82
2025-12-21,Machine de peinture industrielle,1014,60,94.08
2025-12-21,Machine emballage,1074,61,94.32
2025-12-21,Etiqueteuse automatique,1014,63,93.79
2025-12-21,Convoyeur industriel,990,45,95.45
2025-12-21,Machine de controle qualite par vision,973,38,96.09
2025-12-21,Machine de palettisation automatique,972,22,97.74
2025-12-22,Machine CNC,667,46,93.1
2025-12-22,Tour industriel,681,31,95.45
2025-12-22,Fraiseuse industrielle,756,30,96.03
2025-12-22,Perceuse a colonne,746,19,97.45
